manifest_uri,system_number,title,theatre,city,country
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589048.0x000002/manifest.json,16661326,"Theatre Royal, Bath 1834-1840 (Vol. 2)","Theatre Royal, Bath",Bath,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589036.0x000002/manifest.json,16661329,"Theatre Royal, Bath 1841-1851 (Vol. 1)","Theatre Royal, Bath",Bath,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589040.0x000002/manifest.json,16661329,"Theatre Royal, Bath 1841-1851 (Vol. 2)","Theatre Royal, Bath",Bath,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589058.0x000002/manifest.json,16661331,"Theatre Royal, Birmingham 1806-1809","Theatre Royal, Birmingham",Birmingham,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589056.0x000002/manifest.json,16661332,"Theatre Royal, Birmingham 1810-1812 (Vol. 1)","Theatre Royal, Birmingham",Birmingham,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589062.0x000002/manifest.json,16661332,"Theatre Royal, Birmingham 1810-1812 (Vol. 2)","Theatre Royal, Birmingham",Birmingham,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589052.0x000002/manifest.json,16661333,"Theatre Royal, Birmingham 1813-1815 (Vol. 1)","Theatre Royal, Birmingham",Birmingham,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589054.0x000002/manifest.json,16661333,"Theatre Royal, Birmingham 1813-1815 (Vol. 2)","Theatre Royal, Birmingham",Birmingham,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589064.0x000002/manifest.json,16661334,"Theatre Royal, Birmingham 1831-1835 (Vol. 1)","Theatre Royal, Birmingham",Birmingham,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589238.0x000002/manifest.json,16661334,"Theatre Royal, Birmingham 1831-1835 (Vol. 2)","Theatre Royal, Birmingham",Birmingham,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589044.0x000002/manifest.json,16661336,"Theatre Royal, Bristol 1819-1823 (Vol. 1)","Theatre Royal, Bristol",Bristol,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589060.0x000002/manifest.json,16661336,"Theatre Royal, Bristol 1819-1823 (Vol. 2)","Theatre Royal, Bristol",Bristol,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589088.0x000002/manifest.json,16661337,"Theatre Royal, Dublin 1825-1829 (Vol. 1)","Theatre Royal, Dublin",Dublin,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589298.0x000002/manifest.json,16661337,"Theatre Royal, Dublin 1825-1829 (Vol. 2)","Theatre Royal, Dublin",Dublin,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589066.0x000002/manifest.json,16661338,"Theatre Royal, Dublin 1830-1839 (Vol. 1)","Theatre Royal, Dublin",Dublin,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589074.0x000002/manifest.json,16661338,"Theatre Royal, Dublin 1830-1839 (Vol. 2)","Theatre Royal, Dublin",Dublin,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589180.0x000002/manifest.json,16661412,"Theatre Royal, Edinburgh and Theatre Royal, Perth 1825","Theatre Royal, Edinburgh and Theatre Royal, Perth",Edinburgh and Perth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589150.0x000002/manifest.json,16661387,"Theatre Royal, Hull 1801-1807","Theatre Royal, Hull",Hull,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589156.0x000002/manifest.json,16661388,"Theatre Royal, Hull 1807-1814","Theatre Royal, Hull",Hull,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589140.0x000002/manifest.json,16661389,"Theatre Royal, Hull 1815-1816","Theatre Royal, Hull",Hull,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589142.0x000002/manifest.json,16661390,"Theatre Royal, Hull 1816-1817","Theatre Royal, Hull",Hull,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589144.0x000002/manifest.json,16661391,"Theatre Royal, Hull 1818-1819","Theatre Royal, Hull",Hull,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589172.0x000002/manifest.json,16661409,"Theatre Royal, Hull 1821-1822","Theatre Royal, Hull",Hull,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589170.0x000002/manifest.json,16661393,"Theatre Royal, Hull 1822-1823","Theatre Royal, Hull",Hull,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589168.0x000002/manifest.json,16661410,"Theatre Royal, Hull 1825-1826","Theatre Royal, Hull",Hull,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589162.0x000002/manifest.json,16661411,"Theatre Royal, Hull 1826-1827","Theatre Royal, Hull",Hull,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589160.0x000002/manifest.json,16661398,"Theatre Royal, Hull 1827-1830","Theatre Royal, Hull",Hull,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589070.0x000002/manifest.json,16661369,"Theatre Royal, Liverpool 1773-1781 (Vol. 1)","Theatre Royal, Liverpool",Liverpool,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589072.0x000002/manifest.json,16661369,"Theatre Royal, Liverpool 1773-1781 (Vol. 2)","Theatre Royal, Liverpool",Liverpool,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589080.0x000002/manifest.json,16661340,"Theatre Royal, Liverpool 1820-1822 (Vol. 1)","Theatre Royal, Liverpool",Liverpool,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589086.0x000002/manifest.json,16661340,"Theatre Royal, Liverpool 1820-1822 (Vol. 2)","Theatre Royal, Liverpool",Liverpool,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589076.0x000002/manifest.json,16661341,"Theatre Royal, Liverpool 1823-1825 (Vol. 1)","Theatre Royal, Liverpool",Liverpool,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589078.0x000002/manifest.json,16661341,"Theatre Royal, Liverpool 1823-1825 (Vol. 2)","Theatre Royal, Liverpool",Liverpool,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589082.0x000002/manifest.json,16661370,"Theatre Royal, Manchester 1793-1808 (Vol. 1)","Theatre Royal, Manchester",Manchester,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589084.0x000002/manifest.json,16661370,"Theatre Royal, Manchester 1793-1808 (Vol. 2)","Theatre Royal, Manchester",Manchester,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589158.0x000002/manifest.json,16661399,"Theatre Royal, Margate 1796-1797","Theatre Royal, Margate",Margate,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589090.0x000002/manifest.json,16661373,"Theatre Royal, Stafford 1796-1835 (Vol. 1)","Theatre Royal, Stafford",Stafford,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589098.0x000002/manifest.json,16661373,"Theatre Royal, Stafford 1796-1835 (Vol. 2)","Theatre Royal, Stafford",Stafford,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589194.0x000002/manifest.json,16661386,"Theatre Royal, York 1782-1849 (Vol. 1)","Theatre Royal, York",York,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589196.0x000002/manifest.json,16661386,"Theatre Royal, York 1782-1849 (Vol. 2)","Theatre Royal, York",York,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589126.0x000002/manifest.json,16661385,"Theatre, Drayton 1795-1844 (Vol. 1)","Theatre, Drayton",Drayton,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589130.0x000002/manifest.json,16661385,"Theatre, Drayton 1795-1844 (Vol. 2)","Theatre, Drayton",Drayton,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589138.0x000002/manifest.json,16661396,"Theatre, King's Lynn 1764-1772","Theatre, King's Lynn",King's Lynn,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589166.0x000002/manifest.json,16661403,"Theatre, Portsmouth 1781-1782","Theatre, Portsmouth",Portsmouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589164.0x000002/manifest.json,16661413,"Theatre, Scarborough 1784-1846","Theatre, Scarborough",Scarborough,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589182.0x000002/manifest.json,16661402,Windsor Castle 1849-1861 (Royal Entertainment),Windsor Castle,Windsor,England
